study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.05,0.569444444444445,482,172,18,6,12,0.333333333333333,0.75,0.541666666666667,,balanced_accuracy,0.541666666666667
ZhangDY_2015,0.1,0.05,0.623829787234043,447,142,122,47,75,0.212765957446809,0.84,0.526382978723404,,balanced_accuracy,0.526382978723404
ChenBY_2023,0.1,0.05,,470,176,56,0,56,,0.660714285714286,,0.660714285714286,single_class_accuracy,0.660714285714286
BuschartA_2016,0.1,0.05,0.686111111111111,483,177,53,8,45,0.25,0.377777777777778,0.313888888888889,,balanced_accuracy,0.313888888888889
VQuintanaL_2024,0.1,0.05,0.825892857142857,482,198,53,21,32,0.428571428571429,0.96875,0.698660714285714,,balanced_accuracy,0.698660714285714
ArmstrongA_2021,0.1,0.05,,482,166,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.05,0.74,483,165,20,10,10,0.7,0.4,0.55,,balanced_accuracy,0.55
BostanciN_2021,0.1,0.05,0.471655328798186,496,196,154,126,28,0.158730158730159,0.857142857142857,0.507936507936508,,balanced_accuracy,0.507936507936508
ChenLW_2022,0.1,0.05,,487,168,61,61,0,0.213114754098361,,,0.213114754098361,single_class_accuracy,0.213114754098361
CuiJ_2019,0.1,0.05,0.674715909090909,479,156,128,40,88,0.025,0.943181818181818,0.484090909090909,,balanced_accuracy,0.484090909090909
JiangQ_2021,0.1,0.05,,475,202,21,0,21,,0.476190476190476,,0.476190476190476,single_class_accuracy,0.476190476190476
LiYJ_2023,0.1,0.05,0.733333333333333,476,199,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.05,,494,182,224,0,224,,0.339285714285714,,0.339285714285714,single_class_accuracy,0.339285714285714
ShaiberA_2020,0.1,0.05,,483,157,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.05,0.520547945205479,474,211,74,73,1,0.520547945205479,0,0.26027397260274,,balanced_accuracy,0.26027397260274
ZellerG_2014,0.1,0.05,0.665223665223665,484,176,54,21,33,0.380952380952381,0.757575757575758,0.569264069264069,,balanced_accuracy,0.569264069264069
