study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.05,0.638888888888889,86,36,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,0.1,0.05,0.56936170212766,77,38,122,47,75,0.148936170212766,0.84,0.494468085106383,,balanced_accuracy,0.494468085106383
ChenBY_2023,0.1,0.05,,83,41,56,0,56,,0.767857142857143,,0.767857142857143,single_class_accuracy,0.767857142857143
BuschartA_2016,0.1,0.05,0.491666666666667,88,40,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,0.1,0.05,0.858630952380952,87,33,53,21,32,0.857142857142857,0.75,0.803571428571429,,balanced_accuracy,0.803571428571429
ArmstrongA_2021,0.1,0.05,,87,40,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.05,0.85,87,40,20,10,10,0.6,0.8,0.7,,balanced_accuracy,0.7
BostanciN_2021,0.1,0.05,0.532879818594104,88,37,154,126,28,0.00793650793650794,1,0.503968253968254,,balanced_accuracy,0.503968253968254
ChenLW_2022,0.1,0.05,,88,38,61,61,0,0.163934426229508,,,0.163934426229508,single_class_accuracy,0.163934426229508
CuiJ_2019,0.1,0.05,0.621590909090909,87,48,128,40,88,0.15,0.897727272727273,0.523863636363636,,balanced_accuracy,0.523863636363636
JiangQ_2021,0.1,0.05,,83,46,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.1,0.05,0.622222222222222,83,41,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,0.1,0.05,,88,49,224,0,224,,0.330357142857143,,0.330357142857143,single_class_accuracy,0.330357142857143
ShaiberA_2020,0.1,0.05,,87,37,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.05,0.589041095890411,87,54,74,73,1,0.150684931506849,1,0.575342465753425,,balanced_accuracy,0.575342465753425
ZellerG_2014,0.1,0.05,0.467532467532468,87,42,54,21,33,0.142857142857143,0.818181818181818,0.480519480519481,,balanced_accuracy,0.480519480519481
