study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,0.1,0.1,0.569444444444445,152,53,18,6,12,0.166666666666667,0.666666666666667,0.416666666666667,,balanced_accuracy,0.416666666666667
ZhangDY_2015,0.1,0.1,0.599148936170213,135,62,122,47,75,0.148936170212766,0.88,0.514468085106383,,balanced_accuracy,0.514468085106383
ChenBY_2023,0.1,0.1,,147,51,56,0,56,,0.660714285714286,,0.660714285714286,single_class_accuracy,0.660714285714286
BuschartA_2016,0.1,0.1,0.513888888888889,154,63,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,0.1,0.1,0.772321428571429,151,59,53,21,32,0.523809523809524,0.8125,0.668154761904762,,balanced_accuracy,0.668154761904762
ArmstrongA_2021,0.1,0.1,,152,48,13,13,0,0.153846153846154,,,0.153846153846154,single_class_accuracy,0.153846153846154
BelstromD_2017,0.1,0.1,0.82,152,52,20,10,10,0.3,0.9,0.6,,balanced_accuracy,0.6
BostanciN_2021,0.1,0.1,0.523809523809524,157,50,154,126,28,0.0158730158730159,0.964285714285714,0.490079365079365,,balanced_accuracy,0.490079365079365
ChenLW_2022,0.1,0.1,,154,58,61,61,0,0.147540983606557,,,0.147540983606557,single_class_accuracy,0.147540983606557
CuiJ_2019,0.1,0.1,0.621875,152,69,128,40,88,0.1,0.920454545454545,0.510227272727273,,balanced_accuracy,0.510227272727273
JiangQ_2021,0.1,0.1,,152,58,21,0,21,,0.80952380952381,,0.80952380952381,single_class_accuracy,0.80952380952381
LiYJ_2023,0.1,0.1,0.633333333333333,151,76,19,10,9,0.3,0.888888888888889,0.594444444444445,,balanced_accuracy,0.594444444444445
preprint_CastilhosJ_2021,0.1,0.1,,159,52,224,0,224,,0.258928571428571,,0.258928571428571,single_class_accuracy,0.258928571428571
ShaiberA_2020,0.1,0.1,,154,76,35,35,0,0.314285714285714,,,0.314285714285714,single_class_accuracy,0.314285714285714
ZhuJY_2023,0.1,0.1,0.863013698630137,143,54,74,73,1,0.232876712328767,0,0.116438356164384,,balanced_accuracy,0.116438356164384
ZellerG_2014,0.1,0.1,0.707070707070707,152,58,54,21,33,0.285714285714286,0.939393939393939,0.612554112554113,,balanced_accuracy,0.612554112554113
