study,alpha,prev_cutoff,loso_auc,input_taxa_n,retained_taxa_n,n_total,n_healthy,n_disease,healthy_ccr,disease_ccr,balanced_accuracy,single_class_accuracy,metric_type,metric_value
Castro-NallarE_2015,1,0.1,0.638888888888889,75,25,18,6,12,0.166666666666667,0.75,0.458333333333333,,balanced_accuracy,0.458333333333333
ZhangDY_2015,1,0.1,0.569078014184397,70,28,122,47,75,0.212765957446809,0.853333333333333,0.533049645390071,,balanced_accuracy,0.533049645390071
ChenBY_2023,1,0.1,,73,28,56,0,56,,0.642857142857143,,0.642857142857143,single_class_accuracy,0.642857142857143
BuschartA_2016,1,0.1,0.525,76,29,53,8,45,0.25,0.755555555555556,0.502777777777778,,balanced_accuracy,0.502777777777778
VQuintanaL_2024,1,0.1,0.818452380952381,75,19,53,21,32,0.952380952380952,0.59375,0.773065476190476,,balanced_accuracy,0.773065476190476
ArmstrongA_2021,1,0.1,,75,32,13,13,0,0.307692307692308,,,0.307692307692308,single_class_accuracy,0.307692307692308
BelstromD_2017,1,0.1,0.82,75,32,20,10,10,0.8,0.8,0.8,,balanced_accuracy,0.8
BostanciN_2021,1,0.1,0.522108843537415,76,23,154,126,28,0.0634920634920635,0.964285714285714,0.513888888888889,,balanced_accuracy,0.513888888888889
ChenLW_2022,1,0.1,,76,33,61,61,0,0.295081967213115,,,0.295081967213115,single_class_accuracy,0.295081967213115
CuiJ_2019,1,0.1,0.640056818181818,76,43,128,40,88,0.225,0.897727272727273,0.561363636363636,,balanced_accuracy,0.561363636363636
JiangQ_2021,1,0.1,,75,36,21,0,21,,0.714285714285714,,0.714285714285714,single_class_accuracy,0.714285714285714
LiYJ_2023,1,0.1,0.588888888888889,75,34,19,10,9,0.3,1,0.65,,balanced_accuracy,0.65
preprint_CastilhosJ_2021,1,0.1,,76,43,224,0,224,,0.388392857142857,,0.388392857142857,single_class_accuracy,0.388392857142857
ShaiberA_2020,1,0.1,,76,33,35,35,0,0.542857142857143,,,0.542857142857143,single_class_accuracy,0.542857142857143
ZhuJY_2023,1,0.1,0.520547945205479,72,24,74,73,1,0.150684931506849,1,0.575342465753425,,balanced_accuracy,0.575342465753425
ZellerG_2014,1,0.1,0.526695526695527,75,33,54,21,33,0.142857142857143,0.757575757575758,0.45021645021645,,balanced_accuracy,0.45021645021645
