Taxon	M1.1	M1.10	M1.15	M1.16	M1.20	M1.23	M1.24	M1.25	M1.26	M1.29	M1.3	M1.35	M1.37	M1.38	M1.4	M1.42	M1.44	M1.48	M1.5	M1.57	M1.59	M1.6	M1.61	M1.62	M1.64	M1.65	M1.7	M2.31	M2.32	M2.36	M2.37	M2.38	M2.39	M2.40	M2.41	M2.44	M2.45	M2.46	M2.48	M2.49	M2.50	M2.51	M2.52	M2.56	M2.60	W1.1	W1.11	W1.15	W1.18	W1.20	W1.22	W1.26	W1.3	W1.31	W1.36	W1.37	W1.38	W1.39	W1.40	W1.42	W1.44	W1.5	W1.53	W1.6	W1.8	W1.9	W2.19	W2.21	W2.23	W2.25	W2.26	W2.33	W2.34	W2.35	W2.39	W2.4	W2.40	W2.41	W2.42	W2.43	W2.44	W2.45	W2.46	W2.47	W2.48	W2.49	W2.53	W2.56	W2.59	W2.61	W2.65	W2.67	W2.68	W2.69	W2.8	W3.1	W3.16	W3.19	W3.20	W3.23	WL.1	WL.10	WL.11	WL.12	WL.15	WL.17	WL.2	WL.20	WL.25	WL.26	WL.28	WL.36	WL.37	WL.5	WL.9	SRR19117446	SRR19117447	SRR19117448	SRR19117449	SRR19117450	SRR19117451	SRR19117452	SRR19117453	SRR19117454	SRR19117455	SRR19117456	SRR19117457	SRR19117458	SRR19117459	SRR19117460	SRR19117461	SRR19117462	SRR19117463	SRR19117464	SRR19117465	SRR19117466	SRR19117467	SRR19117468	SRR19117469	SRR19117470	SRR19117471	SRR19117472	SRR19117473	SRR19117474	SRR19117475	SRR19117476	SRR19117477	SRR19117478	SRR19117479	SRR19117480	SRR19117481	SRR19117482	SRR19117483	SRR19117484	SRR19117485	SRR19117486	SRR19117487	SRR19117488	SRR19117489	SRR19117490	SRR19117491	SRR19117492	SRR19117493	SRR19117494	SRR19117495	SRR19117496	SRR19117497	SRR19117498	SRR19117499	SRR19117500	SRR19117501	SRR19117502	SRR19117503	SRR19117504	SRR19117505	SRR19117506	SRR19117507	SRR19117508	SRR19117509	SRR19117510	SRR19117511	SRR19117512	SRR19117513	SRR19117514	SRR19117515	SRR19117516	SRR19117517	SRR19117518	SRR19117519	SRR19117520	SRR19117521	SRR19117522	SRR19117523	SRR19117524	SRR19117525	SRR19117526	SRR19117527	SRR19117528	SRR19117529	SRR19117530	SRR19117531	SRR19117532	SRR19117533	SRR19117534	SRR19117535	SRR19117536	SRR19117537	SRR19117538	SRR19117539	SRR19117540	SRR19117541	SRR19117542	SRR19117543	SRR19117544	SRR19117545	SRR19117546	SRR19117547	SRR19117548	SRR19117549	SRR19117550	SRR19117551	SRR19117552	SRR19117553	SRR19117554	SRR19117555	SRR19117556	SRR19117557	SRR19117558	SRR19117559	SRR19117560	SRR19117561	SRR19117562	SRR19117563	SRR19117564	SRR19117565	SRR19117566	SRR19117567	SRR19117568	SRR19117569	SRR19117570	SRR19117571	SRR19117572	SRR19117573	SRR19117574	SRR19117575	SRR19117576	SRR19117577	SRR19117578	SRR19117579	SRR19117580	SRR19117581	SRR19117582	SRR19117583	SRR19117584	SRR19117585	SRR19117586	SRR19117587	SRR19117588	SRR19117589	SRR19117590	SRR19117591	SRR19117592	SRR19117593	SRR19117594	SRR19117595	SRR19117596	SRR19117597	SRR19117598	SRR19117599	SRR19117600	SRR19117601	SRR19117602	SRR19117603	SRR19117604	SRR19117605	SRR19117606	SRR19117607	SRR19117608	SRR19117609	SRR19117610	SRR19117611	SRR19117612	SRR19117613	SRR19117614	SRR19117615	SRR19117616	SRR19117617	SRR19117618	SRR19117619	SRR19117620	SRR19117621	SRR19117622	SRR19117623	SRR19117624	SRR19117625	SRR19117626	SRR19117627	SRR19117628	SRR19117629	SRR19117630	SRR19117631	SRR19117632	SRR19117633	SRR19117634	SRR19117635	SRR19117636	SRR19117637	SRR19117638	SRR19117639	SRR19117640	SRR19117641	SRR19117642	SRR19117643	SRR19117644	SRR19117645	SRR19117646	SRR19117647	SRR19117648	SRR19117649	SRR19117650	SRR19117651	SRR19117652	SRR19117653	SRR19117654	SRR19117655	SRR19117656	SRR19117657	SRR19117658	SRR19117659	SRR19117660	SRR19117661	SRR19117662	SRR19117663	SRR19117664	SRR19117665	SRR19117666	SRR19117667	SRR19117668	SRR19117669	SRR19117670	SRR19117671	SRR19117672	SRR19117673	SRR19117674	SRR19117675	SRR19117676	SRR19117677	SRR19117678	SRR19117679	SRR19117680	SRR19117681	SRR19117682	SRR19117683	SRR19117684	SRR19117685	SRR19117686	SRR19117687	SRR19117688	SRR19117689	SRR19117690	SRR19117691	SRR19117692	SRR19117693	SRR19117694	SRR19117695	SRR19117696	SRR19117697	SRR19117698	SRR19117699	SRR19117700	SRR19117701	SRR19117702	SRR19117703	SRR19117704	SRR19117705	SRR19117706	SRR19117707	SRR19117708	SRR19117709	SRR19117710	SRR19117711	SRR19117712	SRR19117713	SRR19117714	SRR19117715	SRR19117716	SRR19117717	SRR19117718	SRR19117719	SRR19117720	SRR19117721	SRR19117722	SRR19117723	SRR19117724	SRR19117725	SRR19117726	SRR19117727	SRR13061491	SRR13061494	SRR13061495	SRR13061497	SRR13061498	SRR13061500	SRR13061501	SRR13061503	SRR13061504	SRR13061506	SRR13061507	SRR13061509	SRR13061510	SRR13061512	SRR13061513	SRR13061514	SRR13061516	SRR13061517	SRR13061519	SRR13061520	SRR13061522	SRR13061523	SRR13061526	SRR13061527	SRR13061528	SRR13061529	SRR13061531	SRR13061532	SRR13061534	SRR13061535	SRR13061536	SRR13061537	SRR13061538	SRR13061540	SRR13061541	SRR13061543	SRR13061544	SRR13061546	SRR13061547	SRR13061548	SRR13061550	SRR13061551	SRR13061552	SRR13061554	SRR13061557	SRR13061558	SRR13061560	SRR13061561	SRR13061563	SRR13061565	SRR13061567	SRR13061568	SRR13061570	SRR13061571	SRR13061573	SRR13061574	SRR13061577	SRR13061579	SRR13061580	SRR13061581	SRR13061582	SRR13061584	SRR13061585	SRR13061587	SRR13061588	SRR13061589	SRR13061590	SRR13061591	SRR13061593	SRR13061594	SRR13061596	SRR13061597	SRR13061599	SRR13061600	SRR13061601	SRR13061603	SRR13061605	SRR13061607	ERR3827177	ERR3827186	ERR3827193	ERR3827194	ERR3827195	ERR3827201	ERR3827202	ERR3827203	ERR3827218	ERR3827219	ERR3827225	ERR3827227	ERR3827250	ERR3827251	ERR3827257	ERR3827258	ERR3827259	ERR3827265	ERR3827267	ERR3827273	ERR3827274	ERR3827275	ERR3827289	ERR3827290	ERR3827299	ERR3827305	ERR3827315	ERR3827321	ERR3827322	ERR3827329	ERR3827330	ERR3827179	ERR3827185	ERR3827187	ERR3827209	ERR3827210	ERR3827211	ERR3827217	ERR3827233	ERR3827234	ERR3827235	ERR3827243	ERR3827249	ERR3827281	ERR3827282	ERR3827283	ERR3827291	ERR3827297	ERR3827298	ERR3827306	ERR3827307	ERR3827313	ERR3827323	ERR3827331	SRR23388424	SRR23388425	SRR23388426	SRR23388427	SRR23388428	SRR23388437	SRR23388448	SRR23388452	SRR23388453	SRR23388454	SRR23388455	SRR23388456	SRR23388457	SRR23388458	SRR23388459	SRR23388460	SRR23388461	SRR23388469	SRR23388470	SRR23388471	ERR9295372	ERR9295375	ERR9295381	ERR9295382	ERR9295384	ERR9295387	ERR9295390	ERR9295393	ERR9295399	ERR9295401	ERR9295402	ERR9295403	ERR9295404	ERR9295406	ERR9295407	ERR9295410	ERR9295411	ERR9295413	ERR9295416	ERR9295417	ERR9295418	ERR9295422	ERR9295433	ERR9295434	ERR9295437	ERR9295441	ERR9295442	ERR9295444	ERR9295447	ERR9295448	ERR9295452	ERR9295454	ERR9295455	ERR9295456	ERR9295458	ERR9295459	ERR9295461	ERR9295462	ERR9295469	ERR9295470	ERR9295471	ERR9295472	ERR9295473	ERR9295474	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	ERR5383528	ERR5383531	ERR5383534	ERR5384690	ERR5385042	ERR5385092	ERR5385093	SRR18584977	SRR18585031	SRR18585066	SRR18585067	SRR18585076	SRR18585077	SRR18585080	SRR18585145	SRR18585163	SRR18585164	SRR18585191	SRR18585192	SRR18584978	SRR18584995	SRR18584996	SRR18585012	SRR18585013	SRR18585049	SRR18585050	SRR18585103	SRR18585105	SRR18585106	SRR18585124	SRR18585146	SRR18585212	SRR18585213	SRR18585230	SRR18585231	SRR18585238	SRR15001303	SRR15001304	SRR15001305	SRR15001306	SRR15001307	SRR15001308	SRR15001309	SRR15001310	SRR15001311	SRR15001312	SRR15001313	SRR15001314	SRR15001315	SRR15001316	SRR15001317	SRR15001318	SRR15001319	SRR15001320	TG_001	TG_002	TG_003	TG_004	TG_005	TG_006	TG_007	TG_008	TG_009	TG_010	TG_011	TG_012	TG_013	TG_014	TG_015	TG_016	TG_017	TG_018	TG_019	TG_020	TG_021	TG_022	TG_023	TG_024	TG_025	TG_026	TG_027	TG_028	TG_029	TG_030	TG_031	TG_032	TG_033	TG_034	TG_035	TG_036	TG_037	TG_038	TG_039	TG_040	TG_041	TG_042	TG_043	TG_044	TG_045	TG_046	TG_047	TG_048	TG_049	TG_050	TG_051	TG_052	TG_053	TG_054	TG_055	TG_056	TG_057	TG_058	TG_059	TG_060	TG_061	TG_062	TG_063	TG_064	TG_065	TG_066	TG_067	TG_068	TG_069	TG_070	TG_071	TG_072	TG_073	TG_074	TG_075	TG_076	TG_077	TG_078	TG_079	TG_080	TG_081	TG_082	TG_083	TG_084	TG_085	TG_086	TG_087	TG_088	TG_089	TG_090
Bacilli	163.89686	77.71292	156.88013	221.68581	119.36263	147.21271	54.76031	239.43923	126.75954	126.11899	242.68393	117.40598	110.46149	97.8801	139.71379	126.77635	228.31437	199.57562	218.1486	184.49642	82.16333	241.54486	90.74698	69.17918	109.9319	75.38681	164.32506	600	90.38789	185.86342	179.23668	324.69266	96.87758	219.17282	90.53482	79.63496	158.14238	195.24862	222.88678	270.91444	113.12936	98.65803	128.0347	205.82542	155.36379	187.1306	276.65426	137.08653	181.35925	193.40317	237.18538	239.68246	158.93026	156.00315	114.10109	69.2936	126.66071	172.68447	98.47268	121.60424	155.21552	235.5194	271.25918	192.68166	167.53607	59.29573	239.03133	139.49224	97.68803	43.80126	228.37014	81.7674	211.91775	79.96251	192.06969	163.27606	211.43374	137.06609	111.50506	194.7095	125.31662	123.16808	160.59169	107.7594	150.82361	117.96443	86.88895	174.98508	178.26478	92.90402	114.14388	90.16416	93.19371	123.21037	65.50596	160.93633	114.37021	114.46817	200.27642	156.46582	318.80065	133.72062	111.57276	150.19672	173.38057	41.63485	85.93704	49.97716	139.07393	157.87609	37.28312	194.14629	221.9679	182.56748	166.91916	257.31537	313.67372	231.28023	227.07424	162.28521	136.35536	192.86532	120.08681	197.35532	136.46194	128.32063	230.2091	228.6753	188.78271	219.89943	128.99064	163.09252	388.0766	60.31596	204.84525	174.54959	215.87331	132.42254	131.52506	215.29134	238.33332	319.20228	289.38506	125.67889	164.37399	168.26091	203.45127	165.31368	112.02678	150.85697	95.69208	148.5988	500.17286	32.66725	136.33831	183.64388	248.15481	232.9397	167.69348	213.96087	212.3807	110.7856	136.96908	104.70266	130.5916	189.22933	232.59602	291.23002	258.53495	102.44839	48.18708	173.4351	151.75018	234.73129	155.67844	234.37663	265.60087	171.01534	146.2786	184.81473	245.10691	249.14659	153.40017	284.88641	224.53423	287.74111	240.26965	287.25748	269.92068	176.12016	87.71322	107.35684	197.2062	173.01277	103.26194	215.47749	192.71723	276.75163	233.34081	249.40835	86.42833	173.83301	242.14848	120.80042	145.56682	114.16131	185.7129	190.06354	184.30624	194.34484	124.15893	214.99275	96.3947	157.3695	154.64022	81.02454	424.65366	182.33627	244.30434	149.99649	156.91338	240.25853	117.16413	218.07551	116.73901	192.99917	187.65482	235.35467	188.11518	181.54511	253.78673	245.37492	146.2814	170.90197	144.83184	211.74733	94.25416	107.15697	139.10746	141.2368	252.44327	236.08524	176.09973	150.4288	195.7543	173.65924	172.60976	101.79742	201.84029	275.36317	116.97883	139.94224	108.0784	302.92256	119.37341	128.08163	146.6575	258.76345	335.93384	99.96161	101.89494	150.92121	352.18226	215.77357	212.27673	135.00942	54.77922	125.97926	164.95066	192.23081	130.63444	138.45442	232.78229	196.46469	269.13414	122.66067	98.19132	216.97951	121.4439	194.82341	198.76695	292.93517	134.44379	77.81436	149.92022	218.48465	147.21144	169.43663	165.42083	321.06075	152.43775	127.99437	140.87029	139.85223	109.31519	100.36449	140.46996	89.48619	560.99688	191.16136	104.24926	203.01844	132.27007	201.06375	174.62188	136.31677	116.46222	183.33523	181.79612	211.69429	172.78615	88.80512	111.43124	114.57308	205.9443	132.59413	86.80762	184.25102	111.72514	160.71872	212.90794	190.27586	158.42572	168.88141	205.84629	102.16234	99.49796	60.22907	124.96812	92.57687	45.13023	151.39292	77.49037	127.73715	191.55336	100.36459	101.46533	289.98732	162.59391	98.36789	155.91767	174.02842	206.55443	169.82623	103.4353	194.9037	112.91036	211.03309	142.8727	121.68692	221.9316	225.59216	130.46133	133.0001	327.73528	72.05641	116.09937	164.70504	212.83383	242.05963	160.50364	195.0512	179.23203	226.00789	170.11108	187.49224	168.2251	310.05975	329.81943	92.62186	150.62194	236.60774	194.6515	248.23441	156.42436	218.41473	269.30559	70.34564	280.53509	261.08422	258.82191	359.9499	233.66983	192.53462	186.06732	177.3696	304.03709	159.24472	249.50102	246.68822	114.21606	264.49244	349.20528	123.11061	116.17258	188.05125	74.75036	211.01244	185.72584	204.59723	238.55765	417.27945	300.70866	127.34163	113.80788	170.22494	225.50954	186.59072	104.76772	151.71181	102.32241	254.53587	286.92094	216.51964	228.18062	177.99168	232.34926	135.06867	202.62133	136.24536	98.56081	88.7768	150.62923	153.41865	190.34712	170.45704	251.09798	145.97178	186.2386	44.88446	77.29896	192.99692	81.00911	42.32238	115.66159	124.28471	123.56046	112.09827	114.81632	146.54368	111.71202	453.0554	274.58189	150.73756	210.46068	177.75502	277.87656	281.9432	247.72556	264.55578	291.97056	171.58982	250.41604	112.58863	199.50371	171.82928	216.07427	166.34021	237.16263	223.21486	16.1406	102.25932	385.27553	266.5285	47.98179	261.47162	274.06603	259.64586	52.6013	143.28236	277.42828	129.86449	195.02616	324.04378	165.9401	13.00894	57.36247	20.24562	131.09474	58.11362	44.39249	74.4629	107.16378	62.59014	28.50109	24.65837	26.12055	225.74528	64.94941	15.25184	47.68123	24.89359	106.79374	33.30107	67.58398	62.55009	63.414	63.39612	99.32243	34.39768	10.59926	26.13547	38.1083	18.47726	120.62389	39.01104	45.16592	17.94118	94.67904	19.54743	119.63698	22.03077	14.39377	52.1076	77.20818	34.2676	32.78325	88.47953	13.07748	54.47358	34.06784	25.9805	34.358	24.84571	32.83614	48.03095	32.84618	55.12072	108.6641	187.83266	87.03872	72.00197	34.99298	91.71894	66.74096	89.88291	45.36663	40.23692	108.61252	87.1285	127.39146	28.08357	86.09504	36.37828	125.00616	17.1489	64.26026	74.17722	156.67138	115.52711	129.64978	217.51742	112.25491	156.04341	54.1039	203.52807	38.19084	60.32073	103.37054	152.30732	81.92585	36.81198	134.15598	55.91021	85.3693	106.53519	246.24855	51.3851	53.18151	102.06851	185.94344	35.35473	164.73767	79.88853	370.05062	122.96778	44.12765	122.64243	88.47414	84.01466	102.31243	168.88911	151.95953	41.85842	56.34342	73.19394	95.92985	97.41557	49.80207	161.06952	101.05141	48.78138	525.39258	151.65993	133.08035	57.07802	55.05796	78.80983	78.09379	84.55407	37.21204	93.69991	69.70398	148.63572	50.28747	154.75276	79.65525	148.85539	74.57098	113.73788	70.39578	60.45672	34.78568	31.97154	72.49177	56.91308	73.0099	7.61012	0	94.83532	3.13626	1.44502	0	126.38281	51.75075	32.88088	70.05852	146.4822	74.60913	64.46933	27.31414	40.44599	72.27701	51.54331	74.42604	142.7257	73.04449	67.37993	102.16758	52.65758	34.08034	101.51259	193.46765	28.25627	29.71686	29.33182	122.12106	30.81768	69.20195	157.36108	86.68418	267.88326	28.49028	74.53599	151.56946	10.93706	31.6979	237.48984	389.6482	171.61379	371.54057	48.90984	359.29574	98.41045	421.86216	52.33949	54.9267	37.17497	114.09685	340.05182	200.82188	21.21891	20.34417	9.26148	10.96779	19.06598	40.57662	13.44584	0	24.9872	8.49984	18.94962	43.64223	78.80788	25.47152	22.54833	37.59031	20.39825	10.51736	61.22367	18.65055	14.78978	12.00975	8.28492	21.03638	9.72585	49.49688	33.00056	15.53496	37.1559	13.95441	5.52508	18.0331	33.69523	34.05819	129.50859	9.80504	19.88814	16.92355	26.77022	29.39312	20.52207	64.89201	9.71981	116.89628	33.11575	42.90189	8.35893	69.53552	3.96087	95.47066	12.43356	39.69707	55.91022	208.54328	21.75313	56.86382	85.02244	28.32851	38.09907	17.65586	47.39492	49.75172	71.97246	30.03728	10.27082	40.05199	20.90538	184.52289	28.80179	26.72924	123.91395	26.9362	18.53082	56.72154	5.55312	26.84762	19.89125	47.50637	74.08233	34.87556	18.33021	25.09697	59.29517	26.70766	34.46216	14.92008	51.67157	76.88284	29.46521	33.38061
Bacteroidia	178.72605	217.59434	141.90014	107.17497	179.52629	144.20924	244.9376	108.402	95.85807	212.1363	65.99937	172.11159	233.05816	96.04529	169.37657	199.40848	176.9228	39.03944	0	77.52089	257.98667	108.2769	217.6572	67.45773	170.57413	54.9511	160.84118	0	159.48569	61.84846	129.96322	51.63581	165.54073	107.46334	131.79246	119.93553	62.20284	120.61088	187.27559	130.53917	182.67628	150.03657	197.11638	68.83674	152.09032	77.07897	41.46498	106.35133	125.65828	123.19086	131.34397	150.81986	114.41447	58.17925	136.04907	225.61034	156.3843	169.95937	221.07791	153.91427	93.03098	118.87215	102.84548	85.00562	120.15722	145.09154	124.16921	102.98856	232.76042	142.57496	102.52096	163.63753	142.73689	221.53933	134.52873	68.8357	108.94113	169.1166	153.57981	75.95647	210.46097	56.41288	77.46027	139.52219	94.99824	148.99921	198.91687	206.66933	211.73136	158.01508	61.21774	207.94204	142.47084	90.4325	289.82557	160.53299	187.68016	169.29429	70.46517	116.08047	95.58116	175.28768	159.79888	92.29915	126.46314	283.75733	161.04713	284.02699	102.04322	60.9	180.82101	209.63653	78.47016	141.55968	170.08096	35.98328	33.05183	41.2388	46.13598	74.24573	125.37882	50.28234	105.02694	42.6739	22.46384	180.57924	41.34328	63.81065	58.18679	60.24407	98.8159	67.11222	13.88512	121.66714	70.8731	109.53977	35.4399	52.026	33.4818	56.65498	19.5939	14.05719	37.8917	103.11746	159.98526	164.2075	94.47302	172.78963	142.04049	127.56836	122.21751	122.08544	0.207	105.61767	167.91106	20.56552	51.5448	73.04709	119.16398	37.0776	77.9348	160.95809	135.52215	94.66442	141.54679	95.0022	59.39048	54.3611	73.77996	166.46151	166.62609	62.52142	103.64449	56.57814	86.29267	72.16624	61.25097	134.0377	64.30084	84.79029	76.18388	43.74487	85.12854	40.66447	18.33185	15.84917	52.90045	66.86348	25.07624	58.65809	201.4495	118.53038	15.00339	158.36338	72.46225	31.8474	63.98737	63.35736	66.19916	56.39773	178.01321	43.80589	62.32326	96.43312	78.22698	146.80433	53.44003	56.4311	108.01316	63.20465	114.62839	29.2149	41.99634	156.9606	150.99295	134.41727	2.70664	49.61756	87.7173	26.0001	134.71488	103.32584	138.82349	39.19712	198.95141	43.19228	74.82954	110.69659	60.65425	87.07314	54.78716	21.34822	133.37567	101.39018	44.74804	68.91027	187.24158	150.03348	87.17028	158.80062	40.78555	78.29754	69.67112	139.16596	106.52668	72.8785	149.05475	138.49336	53.52984	111.9336	163.85847	167.44702	76.2533	19.66615	118.64946	120.26249	70.10131	65.29743	29.2999	171.16346	151.07647	158.062	26.31777	70.06397	52.46066	99.81551	169.35251	148.90446	81.82976	45.46955	118.13862	120.45447	86.39996	53.79446	50.84838	147.37764	154.03074	24.7173	58.50508	116.25265	91.06259	19.81841	50.39584	122.75205	66.60871	63.39814	121.40875	41.28374	68.74886	31.09172	134.6713	68.1005	89.06049	84.074	95.03002	42.7641	134.14959	182.43425	0.05512	109.29231	158.63374	49.31277	74.1243	51.98425	109.41354	61.03464	21.7342	70.04628	122.00093	200.37966	62.43506	193.4119	165.67295	149.49227	61.53912	119.25315	149.86289	111.99975	154.62836	121.91664	108.59092	101.74731	100.17735	188.01792	49.97193	155.39216	217.0014	141.0463	203.77176	195.28436	181.89432	165.23178	94.14906	127.11977	86.12782	97.98964	33.7951	17.13029	111.76542	102.1855	129.85488	48.40582	50.00868	131.74113	88.10691	98.61364	146.0384	113.44554	109.03692	160.12714	64.72892	62.57384	127.08011	81.74068	108.85335	200.64347	113.73866	38.33265	62.52305	102.34156	68.68462	31.14168	59.4477	27.73224	60.29026	118.93168	73.05118	40.30476	37.334	144.44498	116.03322	31.69616	112.33681	48.61546	129.62799	112.91889	65.93155	133.07559	70.29575	33.96178	8.19408	25.65144	13.79476	119.26273	81.54607	72.42446	28.54788	26.52436	19.3331	51.19362	111.96059	41.25517	31.01382	34.86072	189.98884	12.97399	75.9808	46.60518	50.94187	43.97016	81.26549	6.8645	40.00223	86.6577	101.92474	90.47361	40.98838	41.42444	113.68432	46.80936	98.40838	48.34738	16.15447	89.78468	78.07754	110.94399	20.68776	128.3265	41.6268	92.55216	44.61078	91.86996	106.85327	104.51331	83.95308	94.16876	39.7487	83.14356	73.1346	120.35172	141.20956	19.70878	130.06008	82.845	109.36199	82.69687	88.56708	128.07284	26.81741	70.86767	90.28665	14.6142	39.42612	160.4148	32.49102	78.42229	52.56093	68.58109	65.63494	78.14162	10.34924	71.64868	31.71152	129.72891	71.08768	44.46393	53.17437	133.34558	98.11461	78.74133	48.01746	80.17484	23.92674	62.45283	152.98755	85.46194	15.37356	79.95811	123.28773	45.24328	85.73032	110.39379	114.94566	43.88522	74.35082	294.61915	313.71132	347.99042	199.91128	163.10643	259.15747	229.1406	138.61459	222.43513	220.91321	254.20178	258.71636	24.44482	138.23324	373.7798	243.82946	173.93091	240.3138	184.88477	183.17314	173.96186	111.07547	269.03007	209.70001	279.50221	316.2357	210.8359	148.46046	256.90645	183.69528	134.4304	118.93244	424.97436	212.47458	288.10661	200.56354	237.49004	345.48838	251.36308	247.01092	224.8247	188.87726	211.29091	423.49766	366.24415	297.04572	214.122	305.65654	321.75593	260.56054	158.13568	360.65876	116.75566	107.05184	70.79378	88.99108	134.82878	72.77162	73.05381	100.53412	104.39257	174.50732	138.7584	66.16339	135.28792	55.50649	93.00809	85.87527	214.93806	52.802	136.41448	152.19168	158.10498	14.59772	190.71589	231.50751	165.95811	162.12376	234.91394	361.10407	219.81236	254.82468	329.38353	213.0149	156.05281	144.25251	166.39907	205.73977	211.34339	202.76924	177.86934	154.29642	251.81372	314.81195	238.65353	199.94508	253.56026	102.46383	255.32045	26.12864	243.96345	308.94741	269.5319	205.34103	246.79042	233.61677	99.84804	142.31763	229.82947	311.50493	213.1714	331.41349	309.28999	227.92164	196.84636	212.94463	241.40929	6.6751	99.25795	172.81504	86.52017	194.973	202.05053	163.09627	214.56207	170.85562	216.7629	145.20034	111.84841	222.51284	151.55929	293.65277	154.44379	285.76861	57.7751	130.28891	125.6939	185.84096	223.32811	111.84826	282.31941	200.105	0.8739	37.31904	142.89086	2.23886	88.80636	0	123.22226	166.04229	111.96214	23.95101	20.41984	55.9932	93.519	120.84725	217.08551	17.0002	151.89728	78.37639	154.12	149.00232	236.65801	170.26403	91.37409	127.75462	187.35824	64.22834	109.36478	143.02882	119.00597	148.54762	198.20028	94.04998	122.7415	121.76852	24.39878	193.84468	350.01385	118.13189	195.32736	167.2474	40.36346	42.11057	20.29516	42.79824	12.75978	0	155.00631	6.70392	119.49692	143.44608	149.61169	67.07188	42.10267	43.87241	230.21174	149.06202	263.8544	132.59861	116.9642	189.16858	181.33323	0	194.86944	141.93655	117.00655	131.35296	79.82492	131.77342	190.99018	128.88056	153.4795	195.8711	171.65169	240.57865	266.64335	186.19902	98.88373	218.72237	202.87822	137.84092	168.5535	232.09416	131.9618	215.04335	141.89595	70.2129	246.56618	224.095	71.90823	205.01031	191.39408	136.23492	199.93552	172.68924	110.80296	184.96684	205.98122	111.61809	0.08634	108.99982	198.19777	243.98594	220.43387	88.30025	246.94075	176.90405	123.53458	50.9911	275.63528	91.26451	102.0774	201.32036	134.27807	182.73462	78.00879	335.71763	122.1365	190.72173	133.39889	160.84878	297.70681	172.6504	163.60137	232.06699	240.2778	181.79636	221.0868	350.57429	151.37152	88.43903	82.41484	87.12548	134.38282	113.83203	142.36507	228.27868	86.82005	126.0167	197.75288	241.77426	173.65268	176.49095	154.28248	182.03626
