Taxon	M1.1	M1.10	M1.15	M1.16	M1.20	M1.23	M1.24	M1.25	M1.26	M1.29	M1.3	M1.35	M1.37	M1.38	M1.4	M1.42	M1.44	M1.48	M1.5	M1.57	M1.59	M1.6	M1.61	M1.62	M1.64	M1.65	M1.7	M2.31	M2.32	M2.36	M2.37	M2.38	M2.39	M2.40	M2.41	M2.44	M2.45	M2.46	M2.48	M2.49	M2.50	M2.51	M2.52	M2.56	M2.60	W1.1	W1.11	W1.15	W1.18	W1.20	W1.22	W1.26	W1.3	W1.31	W1.36	W1.37	W1.38	W1.39	W1.40	W1.42	W1.44	W1.5	W1.53	W1.6	W1.8	W1.9	W2.19	W2.21	W2.23	W2.25	W2.26	W2.33	W2.34	W2.35	W2.39	W2.4	W2.40	W2.41	W2.42	W2.43	W2.44	W2.45	W2.46	W2.47	W2.48	W2.49	W2.53	W2.56	W2.59	W2.61	W2.65	W2.67	W2.68	W2.69	W2.8	W3.1	W3.16	W3.19	W3.20	W3.23	WL.1	WL.10	WL.11	WL.12	WL.15	WL.17	WL.2	WL.20	WL.25	WL.26	WL.28	WL.36	WL.37	WL.5	WL.9	SRR19117446	SRR19117447	SRR19117448	SRR19117449	SRR19117450	SRR19117451	SRR19117452	SRR19117453	SRR19117454	SRR19117455	SRR19117456	SRR19117457	SRR19117458	SRR19117459	SRR19117460	SRR19117461	SRR19117462	SRR19117463	SRR19117464	SRR19117465	SRR19117466	SRR19117467	SRR19117468	SRR19117469	SRR19117470	SRR19117471	SRR19117472	SRR19117473	SRR19117474	SRR19117475	SRR19117476	SRR19117477	SRR19117478	SRR19117479	SRR19117480	SRR19117481	SRR19117482	SRR19117483	SRR19117484	SRR19117485	SRR19117486	SRR19117487	SRR19117488	SRR19117489	SRR19117490	SRR19117491	SRR19117492	SRR19117493	SRR19117494	SRR19117495	SRR19117496	SRR19117497	SRR19117498	SRR19117499	SRR19117500	SRR19117501	SRR19117502	SRR19117503	SRR19117504	SRR19117505	SRR19117506	SRR19117507	SRR19117508	SRR19117509	SRR19117510	SRR19117511	SRR19117512	SRR19117513	SRR19117514	SRR19117515	SRR19117516	SRR19117517	SRR19117518	SRR19117519	SRR19117520	SRR19117521	SRR19117522	SRR19117523	SRR19117524	SRR19117525	SRR19117526	SRR19117527	SRR19117528	SRR19117529	SRR19117530	SRR19117531	SRR19117532	SRR19117533	SRR19117534	SRR19117535	SRR19117536	SRR19117537	SRR19117538	SRR19117539	SRR19117540	SRR19117541	SRR19117542	SRR19117543	SRR19117544	SRR19117545	SRR19117546	SRR19117547	SRR19117548	SRR19117549	SRR19117550	SRR19117551	SRR19117552	SRR19117553	SRR19117554	SRR19117555	SRR19117556	SRR19117557	SRR19117558	SRR19117559	SRR19117560	SRR19117561	SRR19117562	SRR19117563	SRR19117564	SRR19117565	SRR19117566	SRR19117567	SRR19117568	SRR19117569	SRR19117570	SRR19117571	SRR19117572	SRR19117573	SRR19117574	SRR19117575	SRR19117576	SRR19117577	SRR19117578	SRR19117579	SRR19117580	SRR19117581	SRR19117582	SRR19117583	SRR19117584	SRR19117585	SRR19117586	SRR19117587	SRR19117588	SRR19117589	SRR19117590	SRR19117591	SRR19117592	SRR19117593	SRR19117594	SRR19117595	SRR19117596	SRR19117597	SRR19117598	SRR19117599	SRR19117600	SRR19117601	SRR19117602	SRR19117603	SRR19117604	SRR19117605	SRR19117606	SRR19117607	SRR19117608	SRR19117609	SRR19117610	SRR19117611	SRR19117612	SRR19117613	SRR19117614	SRR19117615	SRR19117616	SRR19117617	SRR19117618	SRR19117619	SRR19117620	SRR19117621	SRR19117622	SRR19117623	SRR19117624	SRR19117625	SRR19117626	SRR19117627	SRR19117628	SRR19117629	SRR19117630	SRR19117631	SRR19117632	SRR19117633	SRR19117634	SRR19117635	SRR19117636	SRR19117637	SRR19117638	SRR19117639	SRR19117640	SRR19117641	SRR19117642	SRR19117643	SRR19117644	SRR19117645	SRR19117646	SRR19117647	SRR19117648	SRR19117649	SRR19117650	SRR19117651	SRR19117652	SRR19117653	SRR19117654	SRR19117655	SRR19117656	SRR19117657	SRR19117658	SRR19117659	SRR19117660	SRR19117661	SRR19117662	SRR19117663	SRR19117664	SRR19117665	SRR19117666	SRR19117667	SRR19117668	SRR19117669	SRR19117670	SRR19117671	SRR19117672	SRR19117673	SRR19117674	SRR19117675	SRR19117676	SRR19117677	SRR19117678	SRR19117679	SRR19117680	SRR19117681	SRR19117682	SRR19117683	SRR19117684	SRR19117685	SRR19117686	SRR19117687	SRR19117688	SRR19117689	SRR19117690	SRR19117691	SRR19117692	SRR19117693	SRR19117694	SRR19117695	SRR19117696	SRR19117697	SRR19117698	SRR19117699	SRR19117700	SRR19117701	SRR19117702	SRR19117703	SRR19117704	SRR19117705	SRR19117706	SRR19117707	SRR19117708	SRR19117709	SRR19117710	SRR19117711	SRR19117712	SRR19117713	SRR19117714	SRR19117715	SRR19117716	SRR19117717	SRR19117718	SRR19117719	SRR19117720	SRR19117721	SRR19117722	SRR19117723	SRR19117724	SRR19117725	SRR19117726	SRR19117727	SRR13061491	SRR13061494	SRR13061495	SRR13061497	SRR13061498	SRR13061500	SRR13061501	SRR13061503	SRR13061504	SRR13061506	SRR13061507	SRR13061509	SRR13061510	SRR13061512	SRR13061513	SRR13061514	SRR13061516	SRR13061517	SRR13061519	SRR13061520	SRR13061522	SRR13061523	SRR13061526	SRR13061527	SRR13061528	SRR13061529	SRR13061531	SRR13061532	SRR13061534	SRR13061535	SRR13061536	SRR13061537	SRR13061538	SRR13061540	SRR13061541	SRR13061543	SRR13061544	SRR13061546	SRR13061547	SRR13061548	SRR13061550	SRR13061551	SRR13061552	SRR13061554	SRR13061557	SRR13061558	SRR13061560	SRR13061561	SRR13061563	SRR13061565	SRR13061567	SRR13061568	SRR13061570	SRR13061571	SRR13061573	SRR13061574	SRR13061577	SRR13061579	SRR13061580	SRR13061581	SRR13061582	SRR13061584	SRR13061585	SRR13061587	SRR13061588	SRR13061589	SRR13061590	SRR13061591	SRR13061593	SRR13061594	SRR13061596	SRR13061597	SRR13061599	SRR13061600	SRR13061601	SRR13061603	SRR13061605	SRR13061607	ERR3827177	ERR3827186	ERR3827193	ERR3827194	ERR3827195	ERR3827201	ERR3827202	ERR3827203	ERR3827218	ERR3827219	ERR3827225	ERR3827227	ERR3827250	ERR3827251	ERR3827257	ERR3827258	ERR3827259	ERR3827265	ERR3827267	ERR3827273	ERR3827274	ERR3827275	ERR3827289	ERR3827290	ERR3827299	ERR3827305	ERR3827315	ERR3827321	ERR3827322	ERR3827329	ERR3827330	ERR3827179	ERR3827185	ERR3827187	ERR3827209	ERR3827210	ERR3827211	ERR3827217	ERR3827233	ERR3827234	ERR3827235	ERR3827243	ERR3827249	ERR3827281	ERR3827282	ERR3827283	ERR3827291	ERR3827297	ERR3827298	ERR3827306	ERR3827307	ERR3827313	ERR3827323	ERR3827331	SRR23388424	SRR23388425	SRR23388426	SRR23388427	SRR23388428	SRR23388437	SRR23388448	SRR23388452	SRR23388453	SRR23388454	SRR23388455	SRR23388456	SRR23388457	SRR23388458	SRR23388459	SRR23388460	SRR23388461	SRR23388469	SRR23388470	SRR23388471	ERR9295372	ERR9295375	ERR9295381	ERR9295382	ERR9295384	ERR9295387	ERR9295390	ERR9295393	ERR9295399	ERR9295401	ERR9295402	ERR9295403	ERR9295404	ERR9295406	ERR9295407	ERR9295410	ERR9295411	ERR9295413	ERR9295416	ERR9295417	ERR9295418	ERR9295422	ERR9295433	ERR9295434	ERR9295437	ERR9295441	ERR9295442	ERR9295444	ERR9295447	ERR9295448	ERR9295452	ERR9295454	ERR9295455	ERR9295456	ERR9295458	ERR9295459	ERR9295461	ERR9295462	ERR9295469	ERR9295470	ERR9295471	ERR9295472	ERR9295473	ERR9295474	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	ERR5383528	ERR5383531	ERR5383534	ERR5384690	ERR5385042	ERR5385092	ERR5385093	SRR18584977	SRR18585031	SRR18585066	SRR18585067	SRR18585076	SRR18585077	SRR18585080	SRR18585145	SRR18585163	SRR18585164	SRR18585191	SRR18585192	SRR18584978	SRR18584995	SRR18584996	SRR18585012	SRR18585013	SRR18585049	SRR18585050	SRR18585103	SRR18585105	SRR18585106	SRR18585124	SRR18585146	SRR18585212	SRR18585213	SRR18585230	SRR18585231	SRR18585238	SRR15001303	SRR15001304	SRR15001305	SRR15001306	SRR15001307	SRR15001308	SRR15001309	SRR15001310	SRR15001311	SRR15001312	SRR15001313	SRR15001314	SRR15001315	SRR15001316	SRR15001317	SRR15001318	SRR15001319	SRR15001320	TG_001	TG_002	TG_003	TG_004	TG_005	TG_006	TG_007	TG_008	TG_009	TG_010	TG_011	TG_012	TG_013	TG_014	TG_015	TG_016	TG_017	TG_018	TG_019	TG_020	TG_021	TG_022	TG_023	TG_024	TG_025	TG_026	TG_027	TG_028	TG_029	TG_030	TG_031	TG_032	TG_033	TG_034	TG_035	TG_036	TG_037	TG_038	TG_039	TG_040	TG_041	TG_042	TG_043	TG_044	TG_045	TG_046	TG_047	TG_048	TG_049	TG_050	TG_051	TG_052	TG_053	TG_054	TG_055	TG_056	TG_057	TG_058	TG_059	TG_060	TG_061	TG_062	TG_063	TG_064	TG_065	TG_066	TG_067	TG_068	TG_069	TG_070	TG_071	TG_072	TG_073	TG_074	TG_075	TG_076	TG_077	TG_078	TG_079	TG_080	TG_081	TG_082	TG_083	TG_084	TG_085	TG_086	TG_087	TG_088	TG_089	TG_090
SGB9450_group	0.24621	4.1098	1.27125	0.09335	4.99019	3.95089	0.20959	2.32857	0.86112	0.53957	3.15597	0.70943	2.96916	24.63081	2.29633	4.30078	0.14223	4.2817	0.43081	2.06953	0.78214	0.59198	0.33275	5.1239	0.74598	1.24323	1.65268	0	1.50534	5.4964	2.12689	0.19847	0.76616	0.13043	0	3.86979	1.53159	1.91238	0.58409	3.11823	13.7798	0.46175	0	0.26203	0.83205	9.04107	3.6087	8.51118	3.6212	0.22825	4.1477	1.5509	0.94534	6.01968	5.95372	1.43102	2.51237	0.25536	1.69845	1.54767	30.7005	3.84352	0.23844	3.06136	0.54723	4.73469	1.34434	2.85775	3.207	4.94733	5.12357	3.10184	0.19833	0.28292	0.13737	0.35511	4.31618	2.82004	4.72186	9.43021	0.11949	0.14601	0.40367	0.13682	0.98086	5.28188	1.64844	2.978	0.7351	4.20585	0.04775	0.31044	9.55834	5.75701	0.96128	0.022	2.08881	10.52846	0.71465	11.37931	5.06816	13.72184	1.0037	1.38469	2.4982	3.34092	11.1337	0.09582	16.70764	2.43754	2.85488	1.59859	10.0195	3.31337	7.66697	6.91885	0	3.37067	6.26669	11.05074	2.48169	1.91846	8.44392	8.63229	6.52952	0.75592	0.22916	6.29125	1.18105	7.43932	4.59816	9.42943	0	2.11941	1.26396	0.18393	6.00813	5.30086	36.05518	1.36292	3.15217	3.34323	5.88817	1.49693	9.4292	2.3669	0.9913	4.79449	7.26957	1.00725	16.38826	0	0	2.51222	1.78696	4.08106	0.79578	6.64379	5.79894	9.20226	3.4828	4.10557	4.37077	7.39019	3.98615	1.09273	0	1.10708	0	3.03708	0.27414	4.64392	5.05464	0.09792	6.00856	1.2715	0	2.85564	4.64068	0.2013	7.38797	1.98084	5.19447	0.28434	16.51713	2.90079	3.10705	3.15801	2.04169	7.75674	11.44568	5.69095	3.7279	7.12044	18.94709	0.42369	0.18043	1.21857	0.92315	0.78663	8.79662	9.2582	0	8.98677	3.6341	10.86345	7.24607	8.29384	4.58416	12.0232	3.33073	4.98707	4.06259	1.64741	1.94249	9.89351	0	16.93203	4.35449	25.19011	8.63579	5.15405	4.75117	14.5441	0	6.75712	5.80132	0	4.02831	13.9106	0.3065	4.45862	1.31192	3.53362	3.5924	0.87627	2.46622	10.96557	5.36529	0	0.05485	0.0642	5.97232	2.9524	6.33291	0.18768	9.0814	0.54892	0.46244	0.09971	0.49438	3.25285	0	2.45111	10.34887	5.02565	12.40917	4.97904	0	0.71387	2.9932	0.24628	0	6.12975	2.65634	0.49002	0.61689	2.73755	1.30433	0	0.82676	4.33655	6.58109	17.87069	0.14018	7.43245	4.89802	16.73783	7.58906	7.5311	8.91401	1.60209	1.10818	8.41427	1.9568	8.06713	0.35389	6.42748	6.67209	1.08016	7.95367	2.37607	0.71318	0.00968	2.16424	33.56449	0	0.20477	0.02921	16.89927	1.19704	1.73468	0.29516	1.73849	6.93403	0.77077	22.4374	0	2.05412	0.13615	14.03189	6.74251	0	7.30106	3.62838	5.01175	0.00824	0.96869	0.01731	7.28869	0.42399	0	0.18046	0.87234	3.17686	2.41683	0	9.61896	0.26324	5.32815	4.71592	0.01185	8.83217	2.35094	8.61753	2.443	4.68984	12.18525	3.35256	4.80663	2.56337	0.4641	12.71739	6.22814	0	10.64668	0.10546	0.83758	2.58957	0.48705	5.35227	14.89636	0.0559	4.11621	0	4.05845	0.3532	0.11572	0.16143	1.92456	6.89531	0.205	0.92414	0	3.80575	2.7785	15.78223	0.04175	0	12.21745	4.52484	6.7864	3.83929	4.49124	9.71613	0.46892	0.06742	2.06019	1.83638	1.90049	0	0.17254	5.98915	3.39913	0.42639	1.14483	0.4235	0.01029	0.55268	2.44402	1.14308	0.09269	12.16951	1.2706	0.32514	20.03952	9.79823	0	1.51725	3.82375	0.72938	6.68291	1.58613	0.2944	2.74119	0.39478	2.05921	0	0	19.81169	8.55468	6.67385	13.41768	4.22793	0	0	0.03337	0.07023	1.25684	0.46841	22.97472	15.15345	0.05541	0.03153	0	0	3.72934	4.41726	4.91605	10.14109	15.36991	14.33667	2.69388	3.04574	5.09408	1.10012	4.98523	2.28085	27.99516	21.8291	8.44092	0.46979	0	0	20.74785	5.58971	2.93131	1.85708	0	0	0	0	0.94153	1.8422	0.05408	12.99403	5.81308	0	0	0	0	3.00139	2.53684	1.73318	3.23659	2.36815	9.96425	0.60396	2.2123	8.66152	1.04627	3.39382	1.35819	8.45026	8.69902	22.79652	5.58472	19.82415	14.21285	22.6968	21.4624	16.29001	20.53696	3.63348	8.56275	8.6909	3.11904	4.82221	33.48612	4.63302	6.52345	19.58871	22.06415	26.86476	20.0192	17.08483	25.47024	7.72343	8.78473	16.93032	11.40951	24.91159	30.35884	25.48047	5.19749	8.83183	14.89477	4.98874	8.52101	3.0647	2.52851	4.55176	4.90149	21.33502	16.68176	18.04165	26.42485	26.42456	4.60589	8.1973	13.70611	20.64991	22.4134	16.45078	12.72799	15.3454	8.42475	32.56333	5.89518	6.07263	7.87988	8.14916	8.80804	6.04128	25.15165	29.66396	1.64721	4.45433	1.0151	9.21516	10.72918	1.14961	4.27309	4.21041	4.49095	23.73518	18.29573	3.44623	3.91879	0	0.27257	0	12.80321	0.4882	0.00628	1.28686	0	0.8724	15.68575	0.2062	25.79412	0.01049	0	0.00119	5.46745	6.40965	0.14079	0.00819	0	0.36544	0	16.40628	12.40297	5.74394	0	2.00493	5.92342	0.93334	5.24599	4.91008	3.66738	0	0	10.26689	4.56145	12.18665	2.10359	0	4.78819	0	3.31287	5.69582	1.27049	5.41666	2.44178	9.26244	2.70959	6.72305	1.92042	0.60456	12.23748	1.26829	3.36402	3.44604	5.96272	2.94985	0	6.70773	0.05916	3.02683	5.77741	6.16507	4.36052	3.24454	2.30026	0.49678	3.87095	0.30437	0	2.49817	0	14.38068	0	0.14624	0.55206	6.60313	5.87672	2.71515	1.28827	1.32092	12.16977	8.25987	29.22257	0.09993	30.62994	21.20026	0.17736	10.24232	9.09866	29.29665	4.91202	2.92739	3.76724	1.56376	4.4184	12.164	21.49995	8.24668	10.03007	7.0797	13.79707	14.77927	7.53087	0.05488	1.4136	0	0	0.37572	0.83693	1.81837	0.92087	0	0	15.66053	0.29963	0	0	0.05532	2.06291	0.13313	5.20796	5.3443	4.66962	1.89394	3.1746	5.55825	9.55122	2.47882	0	0.02663	3.41485	12.3113	2.38464	11.86813	18.68418	1.69198	7.55465	8.0771	3.2413	6.21274	10.54441	1.3389	1.76817	5.06134	1.81832	4.296	16.34826	2.28394	11.84065	1.89502	7.76853	3.84364	0	3.43243	0.82443	15.65607	0.48559	4.84514	2.75661	1.25111	38.20504	10.12809	2.0488	6.02747	3.64066	2.27519	5.3907	7.93903	0.08416	6.92336	20.74467	8.25855	12.42335	13.93128	16.60393	8.19987	22.60816	15.57334	5.58725	21.31817	12.22864	10.86239	0.35058	12.40724	16.58991	13.60685	11.69971	10.58857	0.60115	21.13627	5.81982	0.22192	3.33636	7.60224	0	13.74507	18.31417	29.9292	20.28141	3.66182	3.5465	8.86768	1.92726	20.6355	12.18388	5.86366	16.28731	15.226	3.50274	4.09121	6.81886
SGB16971_group	1.15698	1.84279	1.38065	1.37853	1.23642	0.85575	0.02646	2.74174	1.05273	0.88057	4.48733	0.65387	1.4213	9.04976	1.37906	0.55783	5.40829	1.14623	7.85556	2.8208	0.47487	2.47202	0.88954	0.49489	1.64372	15.48433	3.4816	0	3.34163	13.93257	4.21445	1.42254	0.51181	2.60501	1.44963	0.37569	0.82944	2.21339	4.12592	1.41425	1.25197	2.38917	1.70453	0	1.65611	3.01924	2.57147	1.7372	1.15684	0.92713	2.9285	0.11638	3.38074	9.76928	2.47325	0.0403	0.55595	0.66442	0.37174	0.38752	4.05228	0.86321	0.95659	1.21382	1.86365	0.66685	2.89619	1.75047	0.80204	0.43674	7.30057	1.58228	1.69432	1.0894	0.71836	5.11344	1.07891	0.75803	0.82608	3.6101	1.17238	1.4561	0.6595	1.45195	1.17837	4.1224	2.06876	1.91743	4.64731	2.0503	0.55775	0.25337	0.4348	1.6772	0.51604	0.49119	1.27492	2.39537	13.71478	2.1642	0.8044	1.09636	0.57676	2.6604	0.91521	0.77482	0.56672	0.13814	5.11992	0.38824	0.62074	2.82554	3.69027	4.57626	0.515	10.85277	3.53055	11.16705	3.08834	17.89367	2.10747	15.06245	2.17254	25.15982	42.41189	1.00492	14.87662	6.45383	4.05346	6.08007	11.56913	9.39315	0.03577	2.05648	9.57253	0	6.31459	19.40183	8.23015	5.26483	20.09218	9.90904	7.83332	6.70729	2.69625	4.76981	1.97052	4.6864	2.08319	2.70931	8.71779	0	0.62371	2.53893	5.18439	25.3434	0.09723	5.38401	11.77234	22.64655	5.09261	5.08163	3.12818	6.20534	4.42445	9.80254	5.1816	0	0.01116	7.02119	1.19388	17.10471	0	0.10077	6.86244	3.60978	0.02237	9.55847	9.2256	7.18268	15.04903	13.11176	19.69329	0.32408	22.86523	0	2.33479	7.58523	11.54962	15.96158	5.13759	6.04206	51.38178	6.98316	13.24186	15.01626	7.93979	0.00971	2.80132	2.2939	0	9.58326	0	8.04162	2.31003	9.8512	7.20469	23.71154	5.73669	0.49012	11.15098	6.66465	9.92133	4.76566	6.20019	14.1826	0	6.56858	2.10535	25.03887	10.42475	12.8817	10.37028	21.80053	7.05329	16.26012	11.40613	0.73962	12.61107	15.3598	16.57363	30.42658	6.46127	7.10584	22.18204	1.24564	4.77652	7.21895	16.03149	0	12.93064	1.23968	26.06562	4.71789	17.0649	1.74954	4.69411	5.54151	2.708	0.65104	0.35657	11.05907	10.26377	22.58926	8.69434	3.03908	16.00135	5.08888	0	0.65889	2.62745	0	0.31219	6.12043	35.52208	8.95882	1.81754	7.4591	11.54362	17.64336	0.01006	6.18649	10.69887	10.59683	0.08521	2.77352	1.33578	20.66817	9.76646	12.03002	12.17067	21.73265	6.53746	16.42774	8.79938	0.01269	4.3025	12.42272	11.5422	2.83045	3.17727	1.49854	14.48786	0.62661	4.67675	18.07874	0	1.16727	0.06201	15.99	2.15299	3.53234	0.00101	6.78642	6.79324	0.87332	19.78759	3.56765	0	0.21434	4.93511	5.72905	0	4.46452	4.03983	0.55341	0.47383	8.24451	0.204	0	3.25753	0.00559	2.809	0	19.34125	2.36441	0.91646	5.7998	6.164	2.18687	0.84145	0.00353	7.83468	4.51353	5.78209	7.19687	34.3436	20.20965	2.48917	3.58281	2.41245	4.50316	12.88862	7.83604	22.19691	8.06998	4.38815	3.53372	7.12248	2.33973	9.11501	13.29785	11.10042	13.65247	0	2.242	7.96738	29.34773	0	0.12146	13.17147	0.00149	13.28735	0.30429	19.4145	5.62245	21.11144	5.92405	0	14.57432	13.03099	10.64363	8.07688	9.48044	6.89244	0.68421	3.453	3.38608	3.893	18.04083	36.83702	3.09654	27.97995	8.61669	3.76502	11.96663	6.54161	0	18.98	8.09972	11.09138	13.56047	0	18.65068	4.64614	16.9047	13.58073	0.2652	1.56337	4.35587	0.82521	8.62918	0.50718	3.18395	0.96561	1.70663	1.01084	11.44151	4.4873	4.80854	5.1453	16.59604	15.55637	5.82918	6.47719	6.20991	11.28081	2.13525	0.36921	0.39889	16.47944	16.38597	0	0	0.19379	1.0876	29.58331	2.7572	16.9127	3.89946	4.01293	22.82462	3.86907	1.70455	6.5151	6.11695	3.76956	1.17025	7.6064	7.84535	7.43487	0.17877	9.00752	7.30903	3.73955	1.54927	10.5264	3.73533	4.76303	2.32152	9.8514	0.3231	0.04265	6.27251	0	16.75154	7.52059	0	0	0.16365	4.70689	7.40375	16.32372	15.83016	2.80628	2.32366	21.0926	0.56594	1.95426	5.10162	3.88995	2.30048	1.15769	3.33327	8.05097	0.72683	2.83664	0.30247	2.14581	0.77833	3.61476	3.02949	11.25806	3.35508	1.18762	0.03019	0.04554	1.0943	9.19228	0.43795	2.73329	2.02436	1.48049	1.66066	5.29465	3.66326	5.47557	2.7228	3.83651	2.60761	0.89868	0.82076	19.62151	7.09101	1.8726	1.41981	1.39759	2.05034	8.54984	3.52736	1.36333	1.96494	0.53834	3.79699	2.04777	4.87176	4.20561	5.22311	0.27531	0.86059	3.2562	3.48561	4.29872	3.53559	1.31861	1.69971	1.02957	12.49063	3.51184	11.51557	5.82247	5.68237	19.14683	13.42903	5.09223	7.60252	2.07676	7.27514	9.23358	6.69377	9.67107	6.56023	2.58946	2.27802	6.54126	2.32205	17.15606	2.01116	3.03444	0.07262	0.84632	1.0166	5.17506	1.02381	0.02095	1.18001	0	0.8131	1.1966	0.10276	1.01537	0.25843	0.06989	1.66406	1.44643	0.4704	2.50779	0.58736	0.59813	1.28067	1.09099	0.49102	23.91474	3.72341	0.12305	7.84475	0.48694	3.82479	4.85698	3.17296	4.35852	0	0.06936	1.07312	0.15671	5.03344	0.05234	4.08421	1.2628	18.80317	7.43694	0.61376	3.10302	3.24459	1.80532	0.57671	0.44592	3.65421	1.95458	1.78502	4.52941	0.39796	0.88575	1.51247	0.81604	0.68822	0.03865	0.69559	0.21923	0.58701	4.914	6.86011	4.78572	1.38781	7.82351	0.44994	3.50084	4.09436	1.1706	2.8264	8.02781	25.4821	5.40074	0.54359	0.32103	0.50831	3.35212	1.92082	3.70543	8.40419	0.86844	0.21263	0.90415	0.05783	3.76995	2.13673	0.79945	1.31052	1.01547	2.60317	0.16897	3.07217	2.49076	1.20569	4.65372	3.17064	3.91596	0.38872	5.07555	3.15113	2.38365	3.41115	2.44567	0.03932	1.14722	0	7.39789	0.35364	0.71139	7.69923	0.31154	0.47191	0	6.45503	0.18971	0.44244	0.06587	0.64709	2.08527	0.43018	2.53645	1.00753	1.8762	0.05952	0.32459	2.63471	2.59196	1.13591	0	0.28473	0.75254	5.43621	1.23527	6.36916	4.76145	0.5427	6.55118	2.09142	2.01324	0.81461	0.84824	0.25463	0.8117	1.52604	4.52854	0.72845	8.59075	2.33084	1.03187	2.66606	2.17182	0.83847	0.35826	0.43173	1.75707	1.902	1.15283	2.29908	0.80232	0.16681	4.33685	2.76644	5.26179	2.07486	7.92737	0.09438	0.53507	0.86343	0.08336	1.29648	11.79193	1.70126	6.69285	6.21194	11.53223	2.81118	14.13937	8.86548	3.50408	4.05273	7.95429	11.55009	0.01682	1.83412	12.59904	4.26416	11.07612	1.44514	0.08168	10.87767	4.32417	0.3886	1.45878	3.62412	0.1333	3.89329	4.87914	11.41295	5.40174	4.17427	0.77501	4.82054	3.20039	3.46803	3.12556	1.64822	2.64345	1.58631	0.27242	1.01298	1.00129
